RECORD_ID,PUBLISHED_DATE,DATE_LAST_MODIFIED,AGENCY_ACRONYM,AGENCY_NAME,DATA_OWNER,DATASET_NAME,DATASET_SUMMARY,DATASET_CLASSIFICATION_NAME,DATASET_CLASSIFICATION_REASON,DATASET_TYPE,DATASET_CATEGORY,KEYWORDS,EARLIEST_DATE_OF_RECORDS,UPDATE_INTERVAL,INTEREST,DATASET_URL,OBJECTID,OPENDATA_PORTAL
5913,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Broadband Adoption Residential,"The dataset known as District of Columbia Broadband Adoption by Census Tract contains locations and attributes of broadband service available within the District of Columbia. The agregate data was compiled from data submitted by broadband providers and verified by the DC Geographic Information System (DC GIS) and the D.C. Public Service Commission for the D.C. Office of the Chief Technology Officer (OCTO). The project was funded by the United States Department of Commerce National Telecommunications and Information Administration (NTIA). The American Recovery and Reinvestment Act (ARRA) directed NTIA to develop and maintain a comprehensive nationwide inventory map of broadband service capability and availability, and to make the map publicl",Open,,Database,Utility and Communication,utilitiesCommunication,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/21213913e1ea415194a8b56321046b8e,2969,Yes
5914,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Roads (All),"The dataset contains polygons representing planimetric roads, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). This is a complete new capture from aerial photography flown in mid to Late April, completed on April 24, 2015. This is part of a comprehensive sensor collection effort to synchronize orthophotos, oblique imagery, LiDAR, and basemap layers.",Open,,Database,Transportation,transportation,,Static,Frequent Requests,http://opendata.dc.gov/datasets/e8299c86b4014f109fedd7e95ae20d52,2970,Yes
5915,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Scanned Maps by Sanborn - 1880,Scanned map provided by Sanborn showing Washington DC in 1880.,Open,,Database,Aerial Photography and Scanned Maps,imageryBaseMapsEarthCover,,Static,Frequent Requests,http://opendata.dc.gov/datasets/3bf05d0494084aabb490e648c70c8f33,2971,Yes
5916,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Shopping Centers,"The dataset contains locations and attributes for Shopping Centers, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",Open,,Database,Business and Economic Development,economy,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/81c9beb302d34a0390de0513a5dcc1a3,2972,Yes
5917,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Sidewalk Grates,"Sidewalk Grates. The dataset contains points representing planimetric grates, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017.",Open,Open,Database,Facility and Structure,structure,,Static,Frequent Requests,http://opendata.dc.gov/datasets/dabde2b2dc88453ea569c180f7305baa,2973,Yes
5918,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Sidewalks," The dataset contains polygons representing planimetric sidewalks and stairs, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017.",Open,,Database,Transportation,transportation,,Static,Frequent Requests,http://opendata.dc.gov/datasets/2347fa1f3fd9412dbf11aa6441ddca8b,2974,Yes
5919,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Stairs,"Stair. The dataset contains polygons representing planimetric Stairs, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 1999 and updated in 2005, 2008, 2010, and 2013.",Open,,Database,Facility and Structure,structure,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/c63ac76a805f4e93acd1b07f25c2b85d,2975,Yes
5920,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Intersection Points,Street intersections from the master address repository.,Open,,Database,Transportation,transportation,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/4b4155ee7bb443aa9a37a3f8e22a8abc,2976,Yes
5921,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Structures Lines,Structure Lines. Contract NCPC 93-02. This document describes the planimetric map production for the 350 tiles located in Washington DC and the surrounding states of MD and VA.,Open,Open,Database,Facility and Structure,structure,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/a1493cd82a704344af2babb9b9660664,2977,Yes
5922,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Metro Entrance Structures,Structures enclosing metro entrances when not in a building.,Open,Open,Database,Transportation,transportation,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/7883e07b7b5d4b74b0b5ea4f02f895af,2978,Yes
5923,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Swimming pools,"Swimming Pools. The dataset contains polygons representing planimetric pools, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017.",Open,,Database,Recreation,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/198784f7147b4bc8b37d7529ddeab886,2979,Yes
5924,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Tap It Free Water Participants,"The dataset contains locations and attributes of Tap It water sites, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Tap It water bottle refilling network was founded in 2008 to give New Yorkers free access to clean sustainable water on the go. Cafe owners sign up as 'partners' to provide tap water to those who carry a reusable bottle. Partner locations are easy to find using our search and mapping features (PC or Smartphone) or by downloading 'TapIt Water' from the iPhone App store.",Open,,Database,Public Services,public Services,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/5b9df5e94cd44ea6846f54fc0eced582,2980,Yes
5925,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Targeted Employment Area,"The dataset contains locations and attributes of Targeted Employment Area, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",Open,,Database,Administrative and Other Boundaries,boundaries,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/818f83a0e6304b81b2f6639782f20b6d,2981,Yes
5926,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Topography  - 10 Foot Contours,Ten foot contours selected out from the 2008 contour map.,Open,,Database,Elevation,elevation,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/77efead979d348949a8764b5ca6fc5b2,2982,Yes
5927,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Good Plan Historic Map - 1793,The 1793 Good Plan for the city of Washington DC.,Open,,Database,Historic,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/44ae10ce64e14021a6ccdfc9b8696ae3,2983,Yes
5928,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Cemeteries,"The dataset contains locations and attributes of Cemeteries, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database from OCTO identified Cemetery locations and DC GIS staff geo-processed the data.",Open,,Database,Cultural and Society,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/6cb857e622594e5bb19ff29c6403f9a7,2984,Yes
5929,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Embassies,"The dataset contains locations and attributes of Embassies, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the DC Office of the Chief Technology Officer (OCTO) identified Embassies.",Open,,Database,Cultural and Society,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/65b97e8d1f194cdca97fd6219433e142,2985,Yes
5930,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Golf Courses,"The dataset contains locations and attributes of Golf Courses, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",Open,,Database,Recreation,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/04de4eaa31c04a93a42afce37b20d0e2,2986,Yes
5931,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Independent Schools,"The dataset contains locations and attributes of Independent Schools, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",Open,,Database,Education,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/8986ebe04f554892aa76b95b284c4942,2987,Yes
5932,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Places of Worship,"The dataset contains locations and attributes of Places of Worship, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Information provided by various sources identified Places of Worship such as churches and faith based organizations .",Open,,Database,Cultural and Society,society,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/b134de8f8eaa49499715a38ba97673c8,2988,Yes
5933,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Impervious Surface 2010,"The dataset contains planimetric features that are typically classified as impervious surface captured in 2010., created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Some examples of Impervious Surfaces include: Airport Taxiways, Helipads, Outdoor Building Stairs, Buildings, Sidewalks, Roads, Alleys, Driveways, and Swimming Pools.",Open,,Database,Environment,environment,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/5f39cc2ec56d4a8fb894292e658f7f4b,2989,Yes
5934,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Impervious Surface 2013,"The dataset contains planimetric features that are typically classified as impervious surface captured in 2013., created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Some examples of Impervious Surfaces include: Airport Taxiways, Helipads, Outdoor Building Stairs, Buildings, Sidewalks, Roads, Alleys, Driveways, and Swimming Pools.",Open,,Database,Environment,environment,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/e2b1e79d50b5473e85f9334869db43b1,2990,Yes
5935,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO,Impervious Surface 2015,"The dataset contains planimetric features that are typically classified as impervious surface captured in 2015., created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Some examples of Impervious Surfaces include: Airport Taxiways, Helipads, Outdoor Building Stairs, Buildings, Sidewalks, Roads, Alleys, Driveways, and Swimming Pools.",Open,,Database,Environment,environment,,Yearly,Frequent Requests,http://opendata.dc.gov/datasets/f99ebdaf667549188e9f3c38ee0b13fe,2991,Yes
