ACRONYM,AGENCYNAME,DATASETNAME,DATAOWNER,DATASETCATEGORYNAME,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETTYPENAME,EARLIESTDATEOFRECORDS,EDI_ID,PUBLICINTERESTNAME,KEYWORDS,UPDATEINTERVALNAME,OPENDATA_PORTAL
MPD,Metropolitan Police Department,Stop and Frisk Incident,MPD,Public Safety,Level 0,Open,Database,,3539,,"arrest, crime, force, mpd, officer contact, olice, public safety, safety, stop and frisk, StopFrisk",No Info,True
OP,Office of Planning,Capital Area Food Bank Emergency Food Provider,CAFB,Public Services,Level 0,Open,Database,,3542,,"public service, Food Policy, Capital Area Food Bank, CAFB, Food Access, Hunger, Food Insecurity, foodeats",No Info,True
OP,Office of Planning,Capital Area Food Bank Hunger Estimates,CAFB,Public Services,Level 0,Open,Database,,3543,,"public service, Food Policy, Capital Area Food Bank, CAFB, Food Access, Hunger, Food Insecurity, foodeats",No Info,True
OP,Office of Planning,Commercial Kitchen Food Incubator Space,OP,Public Services,Level 0,Open,Database,,3544,,"public service, Food Policy, Local Food Production, Commercial Kitchen, Food Startup, Food Incubator, grocery, market, foodeats",No Info,True
OP,Office of Planning,Commercial Supported Agriculture,OP,Society,Level 0,Open,Unknown,,3545,,"environment, Food Policy, CSA, Community Supported Agriculture, CSA Pickup, farm, agriculture, foodeats",Unknown,True
OP,Office of Planning,Community Gardens,OP,Public Services,Level 0,Open,Database,,3546,,"public service, Environment, Community, society, environment, Garden, planning, food, market, grocery, foodeats",Unknown,True
OP,Office of Planning,Demographic ACS Characteristics 2011 to 2015,OP,Demographic,Level 0,Open,Unknown,,3547,,"acs, comprehensive plan, demographic, district element, op, planning",Static,True
OP,Office of Planning,Food Waste Drop Off,OP,Public Services,Level 0,Open,Unknown,,3548,,"public service, farmers, health, food, grocery, dpw, waste, foodeats",Unknown,True
OP,Office of Planning,Economic ACS Characteristics 2011 to 2015,OP,Demographic,Level 0,Open,Database,,3549,,"acs, comprehensive plan, dc, district element, economic, planning",Static,True
OP,Office of Planning,Group Meal Center,OP,Public Services,Level 0,Open,Database,,3550,,"public service, aging, meal, food, health, senior, dcoa, care, group meal, foodeats",No Info,True
OP,Office of Planning,Health Corner Store,OP,Public Services,Level 0,Open,Database,,3551,,"public service, meal, food, health, care, group meal, market, grocery, foodeats",Unknown,True
OP,Office of Planning,Historic Preservation Trust Fund,OP,Historic,Level 0,Open,Database,,3552,,"hptf, housing, housing fund, odca, historic, planning",Unknown,True
OP,Office of Planning,Housing ACS Characteristics 2011 to 2015,OP,Demographic,Level 0,Open,Database,,3553,,"acs, comprehensive plan, district element, housing, op, planning",Static,True
OP,Office of Planning,Joyful Food Market,OP,Public Services,Level 0,Open,Database,,3554,,"public service, meal, food, health, care, group meal, market, foodeats",Unknown,True
OP,Office of Planning,Low Food Access Area,OP,Public Services,Level 0,Open,Database,,3555,,"public service, meal, food, health, care, group meal, market, grocery, poverty, foodeats",Unknown,True
OP,Office of Planning,School Garden,OP,Public Services,Level 0,Open,Unknown,,3556,,"Community, environment, food, Food Accessibility, Food Policy, foodeats, Garden, Gardens, grocery, Healthy Schools, market, osse, planning, school, School Gardens",Unknown,True
OP,Office of Planning,Social ACS Characteristics 2011 to 2015,OP,Demographic,Level 0,Open,Database,,3557,,"acs, comprehensive plan, op, planning, social",Static,True
OP,Office of Planning,Urban Agriculture Area,OP,Society,Level 0,Open,Database,,3558,,"environment, Community, society, Garden, Washington, planning, food, market, grocery, agriculture, urban, foodeats",Unknown,True
OP,Office of Planning,Urban Agriculture Site,OP,Society,Level 0,Open,Database,,3559,,"environment, Community, society, Garden, Washington, planning, food, market, grocery, agriculture, urban, foodeats",Unknown,True
OP,Office of Planning,WIC Benefits,OP,Public Services,Level 0,Open,Database,,3560,,"public service, food, kitchen, wic, grocery, pharmacy, doh, health, foodeats",Unknown,True
OCFO,Office of the Chief Financial Officer,Land Boundary Changes - 2019,OCFO,Planning Land Use and Zoning,Level 0,Open,Database,,3541,,"Cadastral, Land, land, land boundary, Lbdnychange, Lot, otr, parcel, Property, record, reservation, Square, tax, vector, vpm",No Info,True
OCFO,Office of the Chief Financial Officer,Tax Exempt Properties,OTR,Property and Land,Level 0,Open,Database,,3562,,"charity, exempt, non-profit, otr, property, real estate, religious, revenue, tax, vpmdata",Unknown,True
OCTO,Office of the Chief Technology Officer,District Government Land Line Dimensions,OCTO,Government Operations,Level 0,Open,Database,,3489,Occasional Requests,"cadastral, Municipal, planningcadastre, facility",Weekly,True
OCTO,Office of the Chief Technology Officer,District Government Land Points,OCTO,Government Operations,Level 0,Open,Database,,3490,Occasional Requests,"address, address point, Agency, building, cadastral, facility, municipal",Weekly,True
WDCEP,Washingtion DC Economic Partnership,WDCEP Development Report,WDCEP,Business and Economic Development,Level 0,Open,Database,,3561,,"business, construction, development, economic development, economy, projects, property, real estate, vpm, vpmdata, wdcep",Unknown,True
DHCF,Department of Health Care Finance,Medicaid Reference (A part of the Claims Sub-system in the Medicaid Management Information System (MMIS)),DHCF - Health Care Operations Administration,Health and Human Services,Level 1,This dataset does not contain PHI and PII data/information and can be shared with any third party mainly in the form of a data dictionary.,Database,00:00.0,3400,Occasional Requests,"Reference, Medicaid, MMIS",Monthly,False
DSLBD,Department of Small and Local Business Development,DC Clean Team 2013 MS/BIDs,DSLBD Neighborhood Revitalization Division,Business and Economic Development,Level 1,The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it contains personally identifiable information and/or is exempt from disclosure under DC Code 2-534(a)(1).,Database,00:00.0,2372,No Requests,"grants, clean team, BIDs main street",Static,False
DSLBD,Department of Small and Local Business Development,Grant Applications for Healthy Foods and Emerging business Districts Demonstration,DSLBD Neighborhood Revitalization Division,Business and Economic Development,Level 1,"""The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it contains personally identifiable information and/or is exempt from disclosure under DC Code 2-534(a)(1).",Database,00:00.0,2373,Occasional Requests,"Grants Applications, Healthy Foods",Static,False
DSLBD,Department of Small and Local Business Development,Health Foods and Emerging Business Districts Demonstration Grants Data,DSLBD Neighborhood Revitalization Division,Business and Economic Development,Level 1,The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it contains personally identifiable information and/or is exempt from disclosure under DC Code 2-534(a)(1).,Database,00:00.0,2374,Occasional Requests,"Grant Applications, Grant Management, Healthy Foods",Yearly,False
DSLBD,Department of Small and Local Business Development,MainStreet Neighborhood Program Management data,DSLBD Neighborhood Revitalization,Business and Economic Development,Level 1,The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it contains personally identifiable information and/or is exempt from disclosure under DC Code 2-534(a)(1).,Database,00:00.0,2376,Frequent Requests,"DC Mainstreets, storefront improvements, job statistics, wards,",Daily,False
DSLBD,Department of Small and Local Business Development,FY17 Agency SBE Goal Setting & Expenditures,DSLBD Compliance & Enforcement Division,Business and Economic Development,Level 1,The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it  is exempt from disclosure under DC Code 2-534(a)(4).,Database,00:00.0,2377,Frequent Requests,"SBE, spend, SBE goal setting, special exceptions, forecasted SBE spend, SBE business opportunities",Quarterly,False
DSLBD,Department of Small and Local Business Development,FY16 Agency SBE Goal Setting & Expenditures,DSLBD Compliance & Enforcement Division,Business and Economic Development,Level 1,"""The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it is exempt from disclosure under DC Code 2-534(a)(4).",Database,00:00.0,2378,Frequent Requests,"SBE, spend, SBE goal setting, special exceptions, forecasted SBE spend, SBE business opportunities",Quarterly,False
DSLBD,Department of Small and Local Business Development,FY18 Agency SBE Goal Setting & Expenditures,DSLBD Compliance & Enforcement Division,Business and Economic Development,Level 1,The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it contains personally identifiable information and/or is exempt from disclosure under DC Code 2-534(a)(4).,Database,00:00.0,2379,Frequent Requests,"SBE, spend, SBE goal setting, special exceptions, forecasted SBE spend, SBE business opportunities",Quarterly,False
DSLBD,Department of Small and Local Business Development,FY11- FY15 SBE Goal Setting and Expenditures,DSLBD Compliance & Enforcement Division,Business and Economic Development,Level 1,The dataset requires subjective redaction by the agency general counsel. The information contained in the dataset may contain information that is not subject to public release because it contains personally identifiable information and/or is exempt from disclosure under DC Code 2-534(a)(4).,Database,00:00.0,2380,Frequent Requests,"SBE, spend, SBE goal setting, special exceptions, forecasted SBE spend, SBE business opportunities",Yearly,False
DSLBD,Department of Small and Local Business Development,FY18 DC Clean Team Work Management Data,DSLBD Neighborhood Revitalization Division,Business and Economic Development,Level 1,Data require subjective redaction by the agency general counsel because it contains information that is considered personally identifiable information and/or is exempt from disclosure under DC Code 2-534(a)(1) - Trade Secrets.,Database,00:00.0,2388,Frequent Requests,"Clean Team, Graffiti Removal, Sidewalk Clean-up, DC Corridors, Wards",Daily,False
DSLBD,Department of Small and Local Business Development,FY2008 - 2013 DSLBD Grants,DSLBD Neighborhood Revitalization Division,Business and Economic Development,Level 1,Data require subjective redaction  because information in this dataset is exempt from disclosure under DC Code 2-534(a)(1) - Trade Secrets.,Database,00:00.0,2389,Occasional Requests,"Grants, business assistance",Static,False
DOEE,District Department of Energy and Environment,Fishing License Applications,DOEE,Environment,Level 1,Data requires subjective redaction. Individual applications can see their data after authentication.,Database,00:00.0,3422,No Info,"environment, doee, fishing, license, fisheries, water polutions, wildlife",Daily,False
